proyecto_codigo,proyecto_tipo,departamento,provincia,municipio
171,1,Tarija,Gran Chaco,Yacuiba
171,1,Tarija,Gran Chaco,Caraparí
171,1,Tarija,Gran Chaco,Yacuiba
171,1,Tarija,Gran Chaco,Caraparí
171,1,Tarija,Gran Chaco,Yacuiba
171,1,Tarija,Gran Chaco,Caraparí
171,1,Tarija,Gran Chaco,Yacuiba
171,1,Tarija,Gran Chaco,Caraparí
171,1,Tarija,Gran Chaco,Yacuiba
171,1,Tarija,Gran Chaco,Caraparí
171,1,Tarija,Gran Chaco,Yacuiba
171,1,Tarija,Gran Chaco,Caraparí
171,1,Tarija,Gran Chaco,Yacuiba
171,1,Tarija,Gran Chaco,Caraparí
171,1,Tarija,Gran Chaco,Yacuiba
171,1,Tarija,Gran Chaco,Caraparí
172,2,Tarija,Gran Chaco,Yacuiba
172,2,Tarija,Gran Chaco,Yacuiba
172,2,Tarija,Gran Chaco,Yacuiba
172,2,Tarija,Gran Chaco,Yacuiba
173,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
174,2,Cochabamba,Chapare,Sacaba
175,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
176,1,Chuquisaca,,
176,1,Chuquisaca,Luis Calvo,Macharetí
176,1,Tarija,,
176,1,Tarija,Gran Chaco,Yacuiba
176,1,Tarija,Gran Chaco,Villamontes
176,1,Santa Cruz,,
176,1,Santa Cruz,Cordillera,Charagua
176,1,Santa Cruz,Cordillera,Cabezas
176,1,Santa Cruz,Cordillera,Boyuibe
176,1,Chuquisaca,,
176,1,Chuquisaca,Luis Calvo,Macharetí
176,1,Tarija,,
176,1,Tarija,Gran Chaco,Yacuiba
176,1,Tarija,Gran Chaco,Villamontes
176,1,Santa Cruz,,
176,1,Santa Cruz,Cordillera,Charagua
176,1,Santa Cruz,Cordillera,Cabezas
176,1,Santa Cruz,Cordillera,Boyuibe
176,1,Chuquisaca,,
176,1,Chuquisaca,Luis Calvo,Macharetí
176,1,Tarija,,
176,1,Tarija,Gran Chaco,Yacuiba
176,1,Tarija,Gran Chaco,Villamontes
176,1,Santa Cruz,,
176,1,Santa Cruz,Cordillera,Charagua
176,1,Santa Cruz,Cordillera,Cabezas
176,1,Santa Cruz,Cordillera,Boyuibe
176,1,Chuquisaca,,
176,1,Chuquisaca,Luis Calvo,Macharetí
176,1,Tarija,,
176,1,Tarija,Gran Chaco,Yacuiba
176,1,Tarija,Gran Chaco,Villamontes
176,1,Santa Cruz,,
176,1,Santa Cruz,Cordillera,Charagua
176,1,Santa Cruz,Cordillera,Cabezas
176,1,Santa Cruz,Cordillera,Boyuibe
176,1,Chuquisaca,,
176,1,Chuquisaca,Luis Calvo,Macharetí
176,1,Tarija,,
176,1,Tarija,Gran Chaco,Yacuiba
176,1,Tarija,Gran Chaco,Villamontes
176,1,Santa Cruz,,
176,1,Santa Cruz,Cordillera,Charagua
176,1,Santa Cruz,Cordillera,Cabezas
176,1,Santa Cruz,Cordillera,Boyuibe
176,1,Chuquisaca,,
176,1,Chuquisaca,Luis Calvo,Macharetí
176,1,Tarija,,
176,1,Tarija,Gran Chaco,Yacuiba
176,1,Tarija,Gran Chaco,Villamontes
176,1,Santa Cruz,,
176,1,Santa Cruz,Cordillera,Charagua
176,1,Santa Cruz,Cordillera,Cabezas
176,1,Santa Cruz,Cordillera,Boyuibe
178,2,Oruro,Cercado,Oruro
179,2,Potosí,Antonio Quijarro,Uyuni
179,2,Potosí,Antonio Quijarro,Uyuni
179,2,Potosí,Antonio Quijarro,Uyuni
179,2,Potosí,Antonio Quijarro,Uyuni
179,2,Potosí,Antonio Quijarro,Uyuni
179,2,Potosí,Antonio Quijarro,Uyuni
180,1,Tarija,Burnet O'connor,Entre Ríos
181,1,Chuquisaca,Oropeza,Sucre
181,1,Potosí,Tomás Frías,Potosí
183,1,Santa Cruz,Ñuflo de Chavez,San Ramón
184,2,Cochabamba,Quillacollo,Vinto
185,2,Oruro,Cercado,Oruro
186,1,Santa Cruz,Velasco,San Ignacio de Velasco
187,1,Tarija,Gran Chaco,
188,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
189,2,Oruro,Cercado,Oruro
189,2,Oruro,Cercado,Oruro
190,1,Tarija,Gran Chaco,
191,2,La Paz,Murillo,La Paz
191,2,Oruro,Cercado,Oruro
191,2,Potosí,Tomás Frías,Potosí
191,2,La Paz,Murillo,La Paz
191,2,Oruro,Cercado,Oruro
191,2,Potosí,Tomás Frías,Potosí
195,2,Potosí,Tomás Frías,Potosí
196,2,Cochabamba,Cercado,Cochabamba
197,1,Santa Cruz,Sara,Santa Rosa del Sara
198,2,Cochabamba,Punata,Punata
199,1,Chuquisaca,Luis Calvo,Huacaya
200,1,Santa Cruz,Chiquitos,San José de Chiquitos
201,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
202,2,Potosí,Tomás Frías,Potosí
202,2,Potosí,Tomás Frías,Potosí
203,1,Cochabamba,Esteban Arze,
204,1,Oruro,Poopó,Antequera
205,1,Santa Cruz,Vallegrande,Trigal
206,1,Oruro,Cercado,Oruro
207,1,Santa Cruz,Vallegrande,Vallegrande
208,2,Santa Cruz,Velasco,
209,2,La Paz,Aroma,Patacamaya
211,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
212,2,La Paz,Murillo,La Paz
214,2,Santa Cruz,Ñuflo de Chavez,San Julián
215,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
216,2,Santa Cruz,Sara,Portachuelo
217,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
218,1,Chuquisaca,Hernando Siles,Monteagudo
218,1,La Paz,Camacho,Mocomoco
218,1,La Paz,Sud Yungas,Palos Blancos
218,1,La Paz,Bautista Saavedra,Curva
218,1,Cochabamba,Carrasco,Pojo
218,1,Cochabamba,Bolivar,Bolivar
218,1,Oruro,Carangas,Corque
218,1,Oruro,Carangas,Choquecota
218,1,Oruro,San Pedro de Totora,San Pedro de Totora
218,1,Potosí,Cornelio Saavedra,
218,1,Potosí,Cornelio Saavedra,Chaqui
218,1,Beni,José Ballivián,San Borja
218,1,Beni,Mamoré,Puerto Siles
219,1,La Paz,Abel Iturralde,San Buenaventura
220,2,Santa Cruz,Warnes,Okinawa Uno
222,2,Potosí,Charcas,Toro Toro
223,2,Tarija,Cercado,Tarija
224,1,Oruro,Cercado,Oruro
226,2,Chuquisaca,Oropeza,Sucre
226,2,La Paz,Pacajes,Charaña
226,2,La Paz,Ingavi,Viacha
226,2,La Paz,Ingavi,Guaqui
226,2,La Paz,Aroma,Patacamaya
226,2,Cochabamba,Cercado,Cochabamba
226,2,Oruro,Cercado,Oruro
226,2,Oruro,Cercado,Caracollo
226,2,Oruro,Poopó,Poopó
226,2,Oruro,Pantaleón Dalence,Machacamarca
226,2,Potosí,Tomás Frías,Potosí
226,2,Potosí,Sur Chichas,Tupiza
226,2,Potosí,Sur Chichas,Atocha
226,2,Potosí,Nor Lípez,"Colcha ""K"""
226,2,Potosí,Antonio Quijarro,Uyuni
226,2,Potosí,Antonio Quijarro,Tomave
226,2,Potosí,Antonio Quijarro,Porco
226,2,Potosí,Modesto Omiste,Villazón
226,2,Chuquisaca,Oropeza,Sucre
226,2,La Paz,Pacajes,Charaña
226,2,La Paz,Ingavi,Viacha
226,2,La Paz,Ingavi,Guaqui
226,2,La Paz,Aroma,Patacamaya
226,2,Cochabamba,Cercado,Cochabamba
226,2,Oruro,Cercado,Oruro
226,2,Oruro,Cercado,Caracollo
226,2,Oruro,Poopó,Poopó
226,2,Oruro,Pantaleón Dalence,Machacamarca
226,2,Potosí,Tomás Frías,Potosí
226,2,Potosí,Sur Chichas,Tupiza
226,2,Potosí,Sur Chichas,Atocha
226,2,Potosí,Nor Lípez,"Colcha ""K"""
226,2,Potosí,Antonio Quijarro,Uyuni
226,2,Potosí,Antonio Quijarro,Tomave
226,2,Potosí,Antonio Quijarro,Porco
226,2,Potosí,Modesto Omiste,Villazón
226,2,Chuquisaca,Oropeza,Sucre
226,2,La Paz,Pacajes,Charaña
226,2,La Paz,Ingavi,Viacha
226,2,La Paz,Ingavi,Guaqui
226,2,La Paz,Aroma,Patacamaya
226,2,Cochabamba,Cercado,Cochabamba
226,2,Oruro,Cercado,Oruro
226,2,Oruro,Cercado,Caracollo
226,2,Oruro,Poopó,Poopó
226,2,Oruro,Pantaleón Dalence,Machacamarca
226,2,Potosí,Tomás Frías,Potosí
226,2,Potosí,Sur Chichas,Tupiza
226,2,Potosí,Sur Chichas,Atocha
226,2,Potosí,Nor Lípez,"Colcha ""K"""
226,2,Potosí,Antonio Quijarro,Uyuni
226,2,Potosí,Antonio Quijarro,Tomave
226,2,Potosí,Antonio Quijarro,Porco
226,2,Potosí,Modesto Omiste,Villazón
226,2,Chuquisaca,Oropeza,Sucre
226,2,La Paz,Pacajes,Charaña
226,2,La Paz,Ingavi,Viacha
226,2,La Paz,Ingavi,Guaqui
226,2,La Paz,Aroma,Patacamaya
226,2,Cochabamba,Cercado,Cochabamba
226,2,Oruro,Cercado,Oruro
226,2,Oruro,Cercado,Caracollo
226,2,Oruro,Poopó,Poopó
226,2,Oruro,Pantaleón Dalence,Machacamarca
226,2,Potosí,Tomás Frías,Potosí
226,2,Potosí,Sur Chichas,Tupiza
226,2,Potosí,Sur Chichas,Atocha
226,2,Potosí,Nor Lípez,"Colcha ""K"""
226,2,Potosí,Antonio Quijarro,Uyuni
226,2,Potosí,Antonio Quijarro,Tomave
226,2,Potosí,Antonio Quijarro,Porco
226,2,Potosí,Modesto Omiste,Villazón
226,2,Chuquisaca,Oropeza,Sucre
226,2,La Paz,Pacajes,Charaña
226,2,La Paz,Ingavi,Viacha
226,2,La Paz,Ingavi,Guaqui
226,2,La Paz,Aroma,Patacamaya
226,2,Cochabamba,Cercado,Cochabamba
226,2,Oruro,Cercado,Oruro
226,2,Oruro,Cercado,Caracollo
226,2,Oruro,Poopó,Poopó
226,2,Oruro,Pantaleón Dalence,Machacamarca
226,2,Potosí,Tomás Frías,Potosí
226,2,Potosí,Sur Chichas,Tupiza
226,2,Potosí,Sur Chichas,Atocha
226,2,Potosí,Nor Lípez,"Colcha ""K"""
226,2,Potosí,Antonio Quijarro,Uyuni
226,2,Potosí,Antonio Quijarro,Tomave
226,2,Potosí,Antonio Quijarro,Porco
226,2,Potosí,Modesto Omiste,Villazón
226,2,Chuquisaca,Oropeza,Sucre
226,2,La Paz,Pacajes,Charaña
226,2,La Paz,Ingavi,Viacha
226,2,La Paz,Ingavi,Guaqui
226,2,La Paz,Aroma,Patacamaya
226,2,Cochabamba,Cercado,Cochabamba
226,2,Oruro,Cercado,Oruro
226,2,Oruro,Cercado,Caracollo
226,2,Oruro,Poopó,Poopó
226,2,Oruro,Pantaleón Dalence,Machacamarca
226,2,Potosí,Tomás Frías,Potosí
226,2,Potosí,Sur Chichas,Tupiza
226,2,Potosí,Sur Chichas,Atocha
226,2,Potosí,Nor Lípez,"Colcha ""K"""
226,2,Potosí,Antonio Quijarro,Uyuni
226,2,Potosí,Antonio Quijarro,Tomave
226,2,Potosí,Antonio Quijarro,Porco
226,2,Potosí,Modesto Omiste,Villazón
227,2,Oruro,Cercado,Oruro
228,2,Oruro,Cercado,Oruro
229,1,Cochabamba,Carrasco,
230,1,Cochabamba,Cercado,Cochabamba
230,1,Cochabamba,Quillacollo,Quillacollo
230,1,Tarija,Cercado,Tarija
231,1,La Paz,Aroma,
231,1,Cochabamba,Quillacollo,
231,1,Oruro,Cercado,
232,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
233,2,Santa Cruz,Andrés Ibáñez,La Guardia
234,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
235,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
235,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
236,2,Santa Cruz,Andrés Ibáñez,El Torno
237,1,Potosí,Tomás Frías,Potosí
237,1,Potosí,Tomás Frías,Potosí
238,2,Santa Cruz,Obispo Santistevan,Montero
240,2,Potosí,Tomás Frías,Potosí
240,2,Potosí,Tomás Frías,Potosí
240,2,Potosí,Tomás Frías,Potosí
240,2,Potosí,Tomás Frías,Potosí
241,1,Santa Cruz,Andrés Ibáñez,
241,1,Santa Cruz,Florida,
241,1,Santa Cruz,Manuel María Caballero,
242,1,Tarija,Gran Chaco,Caraparí
242,1,Tarija,Gran Chaco,Caraparí
243,1,Potosí,Sur Chichas,Atocha
243,1,Potosí,Sur Chichas,Atocha
243,1,Potosí,Sur Chichas,Atocha
244,1,Potosí,Tomás Frías,Yocalla
244,1,Potosí,Tomás Frías,Yocalla
244,1,Potosí,Tomás Frías,Yocalla
245,1,Santa Cruz,Florida,Samaipata
246,1,Santa Cruz,Obispo Santistevan,Fernandez Alonso
246,1,Santa Cruz,Obispo Santistevan,San Pedro
246,1,Santa Cruz,Obispo Santistevan,Fernandez Alonso
246,1,Santa Cruz,Obispo Santistevan,San Pedro
247,1,Santa Cruz,Ichilo,Buena Vista
247,1,Santa Cruz,Sara,Portachuelo
247,1,Santa Cruz,Ichilo,Buena Vista
247,1,Santa Cruz,Sara,Portachuelo
247,1,Santa Cruz,Ichilo,Buena Vista
247,1,Santa Cruz,Sara,Portachuelo
247,1,Santa Cruz,Ichilo,Buena Vista
247,1,Santa Cruz,Sara,Portachuelo
247,1,Santa Cruz,Ichilo,Buena Vista
247,1,Santa Cruz,Sara,Portachuelo
248,1,Chuquisaca,Oropeza,Sucre
248,1,Chuquisaca,Tomina,Tomina
248,1,Cochabamba,Campero,Aiquile
248,1,Cochabamba,Esteban Arze,Tarata
248,1,Cochabamba,Arani,Vacas
248,1,Cochabamba,Capinota,Santivañez
248,1,Cochabamba,Chapare,Villa Tunari
248,1,Cochabamba,Carrasco,Pocona
248,1,Cochabamba,Mizque,Mizque
248,1,Chuquisaca,Oropeza,Sucre
248,1,Chuquisaca,Tomina,Tomina
248,1,Cochabamba,Campero,Aiquile
248,1,Cochabamba,Esteban Arze,Tarata
248,1,Cochabamba,Arani,Vacas
248,1,Cochabamba,Capinota,Santivañez
248,1,Cochabamba,Chapare,Villa Tunari
248,1,Cochabamba,Carrasco,Pocona
248,1,Cochabamba,Mizque,Mizque
248,1,Chuquisaca,Oropeza,Sucre
248,1,Chuquisaca,Tomina,Tomina
248,1,Cochabamba,Campero,Aiquile
248,1,Cochabamba,Esteban Arze,Tarata
248,1,Cochabamba,Arani,Vacas
248,1,Cochabamba,Capinota,Santivañez
248,1,Cochabamba,Chapare,Villa Tunari
248,1,Cochabamba,Carrasco,Pocona
248,1,Cochabamba,Mizque,Mizque
249,2,Oruro,Cercado,Oruro
250,1,Cochabamba,Chapare,Colomi
252,2,La Paz,Sud Yungas,Yanacachi
252,2,La Paz,Sud Yungas,Yanacachi
252,2,La Paz,Sud Yungas,Yanacachi
253,1,Tarija,Gran Chaco,Villamontes
253,1,Tarija,Gran Chaco,Villamontes
253,1,Tarija,Gran Chaco,Villamontes
253,1,Tarija,Gran Chaco,Villamontes
253,1,Tarija,Gran Chaco,Villamontes
254,1,Potosí,Nor Chichas,
254,1,Potosí,José María Linares,
254,1,Potosí,Nor Chichas,
254,1,Potosí,José María Linares,
254,1,Potosí,Nor Chichas,
254,1,Potosí,José María Linares,
254,1,Potosí,Nor Chichas,
254,1,Potosí,José María Linares,
258,1,Oruro,Cercado,Oruro
258,1,Oruro,Cercado,Oruro
258,1,Oruro,Cercado,Oruro
258,1,Oruro,Cercado,Oruro
258,1,Oruro,Cercado,Oruro
258,1,Oruro,Cercado,Oruro
258,1,Oruro,Cercado,Oruro
259,1,Santa Cruz,Andrés Ibáñez,
259,1,Santa Cruz,Andrés Ibáñez,
259,1,Santa Cruz,Andrés Ibáñez,
260,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
261,2,Santa Cruz,Andrés Ibáñez,
261,2,Santa Cruz,Andrés Ibáñez,
261,2,Santa Cruz,Andrés Ibáñez,
262,1,Pando,Federico Roman,Nueva Esperanza
262,1,Pando,Federico Roman,Nueva Esperanza
263,2,Cochabamba,Cercado,
264,2,Chuquisaca,Tomina,El Villar
267,1,Tarija,Méndez,Villa San Lorenzo
268,2,Potosí,Tomás Frías,Potosí
269,2,Chuquisaca,Oropeza,Yotala
271,1,Tarija,Cercado,Tarija
274,2,Oruro,Cercado,Oruro
275,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
277,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
279,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
279,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
282,1,Santa Cruz,Chiquitos,Roboré
283,1,Chuquisaca,Hernando Siles,Monteagudo
283,1,Chuquisaca,Hernando Siles,Huacareta
283,1,Chuquisaca,Hernando Siles,Monteagudo
283,1,Chuquisaca,Hernando Siles,Huacareta
283,1,Chuquisaca,Hernando Siles,Monteagudo
283,1,Chuquisaca,Hernando Siles,Huacareta
283,1,Chuquisaca,Hernando Siles,Monteagudo
283,1,Chuquisaca,Hernando Siles,Huacareta
283,1,Chuquisaca,Hernando Siles,Monteagudo
283,1,Chuquisaca,Hernando Siles,Huacareta
283,1,Chuquisaca,Hernando Siles,Monteagudo
283,1,Chuquisaca,Hernando Siles,Huacareta
283,1,Chuquisaca,Hernando Siles,Monteagudo
283,1,Chuquisaca,Hernando Siles,Huacareta
284,2,Potosí,Tomás Frías,Potosí
284,2,Potosí,Tomás Frías,Potosí
284,2,Potosí,Tomás Frías,Potosí
286,2,Santa Cruz,Ñuflo de Chavez,San Ramón
286,2,Santa Cruz,Ñuflo de Chavez,San Ramón
286,2,Santa Cruz,Ñuflo de Chavez,San Ramón
286,2,Santa Cruz,Ñuflo de Chavez,San Ramón
287,1,Cochabamba,Carrasco,Entre Ríos
287,1,Santa Cruz,Andrés Ibáñez,Porongo
287,1,Santa Cruz,Ichilo,Buena Vista
287,1,Santa Cruz,Ichilo,San Carlos
287,1,Santa Cruz,Ichilo,Yapacaní
287,1,Santa Cruz,Ichilo,San Juan de Yapacaní
287,1,Santa Cruz,Sara,Portachuelo
287,1,Cochabamba,Carrasco,Entre Ríos
287,1,Santa Cruz,Andrés Ibáñez,Porongo
287,1,Santa Cruz,Ichilo,Buena Vista
287,1,Santa Cruz,Ichilo,San Carlos
287,1,Santa Cruz,Ichilo,Yapacaní
287,1,Santa Cruz,Ichilo,San Juan de Yapacaní
287,1,Santa Cruz,Sara,Portachuelo
287,1,Cochabamba,Carrasco,Entre Ríos
287,1,Santa Cruz,Andrés Ibáñez,Porongo
287,1,Santa Cruz,Ichilo,Buena Vista
287,1,Santa Cruz,Ichilo,San Carlos
287,1,Santa Cruz,Ichilo,Yapacaní
287,1,Santa Cruz,Ichilo,San Juan de Yapacaní
287,1,Santa Cruz,Sara,Portachuelo
287,1,Cochabamba,Carrasco,Entre Ríos
287,1,Santa Cruz,Andrés Ibáñez,Porongo
287,1,Santa Cruz,Ichilo,Buena Vista
287,1,Santa Cruz,Ichilo,San Carlos
287,1,Santa Cruz,Ichilo,Yapacaní
287,1,Santa Cruz,Ichilo,San Juan de Yapacaní
287,1,Santa Cruz,Sara,Portachuelo
288,2,La Paz,Murillo,La Paz
289,2,Potosí,Tomás Frías,Potosí
289,2,Potosí,Tomás Frías,Potosí
291,2,Potosí,Sur Chichas,Tupiza
292,2,Potosí,Tomás Frías,Potosí
293,2,La Paz,Murillo,La Paz
293,2,La Paz,Murillo,La Paz
296,2,Cochabamba,Esteban Arze,Arbieto
298,1,Santa Cruz,Chiquitos,Roboré
299,2,La Paz,Murillo,El Alto
299,2,La Paz,Murillo,El Alto
299,2,La Paz,Murillo,El Alto
299,2,La Paz,Murillo,El Alto
299,2,La Paz,Murillo,El Alto
299,2,La Paz,Murillo,El Alto
299,2,La Paz,Murillo,El Alto
299,2,La Paz,Murillo,El Alto
300,2,Potosí,Tomás Frías,Potosí
300,2,Potosí,Tomás Frías,Potosí
300,2,Potosí,Tomás Frías,Potosí
303,1,Santa Cruz,Obispo Santistevan,Montero
305,1,Santa Cruz,Cordillera,Camiri
306,2,Cochabamba,Chapare,Sacaba
307,2,Santa Cruz,Ñuflo de Chavez,Concepcion
307,2,Santa Cruz,Ñuflo de Chavez,Concepcion
309,1,Santa Cruz,Florida,Pampa Grande
310,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
311,2,Beni,Cercado,Trinidad
312,1,Santa Cruz,Germán Busch,Puerto Suárez
315,1,Chuquisaca,,
315,1,Potosí,,
315,1,Tarija,,
315,1,Chuquisaca,,
315,1,Potosí,,
315,1,Tarija,,
315,1,Chuquisaca,,
315,1,Potosí,,
315,1,Tarija,,
316,1,Santa Cruz,Sara,Portachuelo
318,1,La Paz,Omasuyos,Achacachi
319,2,Oruro,Cercado,Oruro
320,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
320,2,Santa Cruz,Chiquitos,
320,2,Santa Cruz,Obispo Santistevan,
320,2,Santa Cruz,Ñuflo de Chavez,
320,2,Santa Cruz,Guarayos,
321,2,La Paz,Murillo,El Alto
321,2,La Paz,Murillo,El Alto
322,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
322,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
322,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
322,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
322,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
324,1,Santa Cruz,Angel Sandoval,San Matias
325,2,Santa Cruz,Cordillera,Camiri
325,2,Santa Cruz,Cordillera,Camiri
326,1,Santa Cruz,Obispo Santistevan,Montero
326,1,Santa Cruz,Obispo Santistevan,Montero
327,1,Santa Cruz,Chiquitos,Roboré
327,1,Santa Cruz,Chiquitos,Roboré
328,2,Potosí,Tomás Frías,Potosí
329,2,Cochabamba,Tapacarí,Tapacarí
329,2,Cochabamba,Tapacarí,Tapacarí
329,2,Cochabamba,Tapacarí,Tapacarí
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
330,2,Cochabamba,Cercado,Cochabamba
331,2,La Paz,Murillo,La Paz
331,2,La Paz,Murillo,La Paz
331,2,La Paz,Murillo,La Paz
332,1,Oruro,Carangas,Corque
332,1,Oruro,Sajama,Turco
333,1,Santa Cruz,Cordillera,
334,1,Tarija,Cercado,Tarija
335,1,Santa Cruz,Guarayos,El Puente
336,1,Potosí,Charcas,Toro Toro
337,1,Oruro,Pantaleón Dalence,Huanuni
338,1,Potosí,Charcas,Toro Toro
339,1,Santa Cruz,Ichilo,
340,1,Oruro,Cercado,Oruro
342,1,La Paz,Sud Yungas,Chulumani
342,1,La Paz,Sud Yungas,Yanacachi
342,1,La Paz,Sud Yungas,Chulumani
342,1,La Paz,Sud Yungas,Yanacachi
343,1,Santa Cruz,Andrés Ibáñez,
343,1,Santa Cruz,Cordillera,
344,1,Santa Cruz,Cordillera,Charagua
344,1,Santa Cruz,Cordillera,Charagua
344,1,Santa Cruz,Cordillera,Charagua
346,2,Oruro,Cercado,Oruro
347,1,Santa Cruz,Cordillera,Camiri
348,1,Tarija,Gran Chaco,
349,1,Santa Cruz,Andrés Ibáñez,La Guardia
349,1,Santa Cruz,Andrés Ibáñez,La Guardia
349,1,Santa Cruz,Andrés Ibáñez,La Guardia
351,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
352,2,Potosí,Tomás Frías,Yocalla
352,2,Potosí,Tomás Frías,Yocalla
352,2,Potosí,Tomás Frías,Yocalla
353,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
353,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
353,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
353,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
353,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
354,1,Santa Cruz,Cordillera,Cabezas
355,2,Potosí,Tomás Frías,Potosí
355,2,Potosí,Tomás Frías,Potosí
355,2,Potosí,Tomás Frías,Potosí
355,2,Potosí,Tomás Frías,Potosí
356,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
356,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
356,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
356,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
356,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
356,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
356,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
356,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
357,2,Potosí,Tomás Frías,Potosí
357,2,Potosí,Tomás Frías,Potosí
357,2,Potosí,Tomás Frías,Potosí
358,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
358,1,Santa Cruz,Cordillera,Lagunillas
358,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
358,1,Santa Cruz,Cordillera,Lagunillas
360,2,Cochabamba,Carrasco,Puerto Villarroel
361,1,Tarija,Gran Chaco,Caraparí
362,1,La Paz,Nor Yungas,Coroico
363,1,Chuquisaca,Luis Calvo,Macharetí
364,1,La Paz,Loayza,
365,2,Santa Cruz,Guarayos,Ascensión de Guarayos
366,2,Oruro,Cercado,Oruro
369,2,Potosí,Antonio Quijarro,Tomave
369,2,Potosí,Antonio Quijarro,Tomave
369,2,Potosí,Antonio Quijarro,Tomave
370,1,Chuquisaca,Oropeza,Sucre
370,1,Potosí,Antonio Quijarro,Tomave
370,1,Chuquisaca,Oropeza,Sucre
370,1,Potosí,Antonio Quijarro,Tomave
370,1,Chuquisaca,Oropeza,Sucre
370,1,Potosí,Antonio Quijarro,Tomave
370,1,Chuquisaca,Oropeza,Sucre
370,1,Potosí,Antonio Quijarro,Tomave
371,1,La Paz,Murillo,Palca
371,1,La Paz,Murillo,Palca
372,2,La Paz,Loayza,Yaco
372,2,La Paz,Loayza,Yaco
372,2,La Paz,Loayza,Yaco
372,2,La Paz,Loayza,Yaco
374,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
375,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
376,2,La Paz,Inquisivi,Quime
377,2,La Paz,Murillo,El Alto
378,1,Cochabamba,Germán Jordán,Cliza
378,1,Cochabamba,Germán Jordán,Cliza
378,1,Cochabamba,Germán Jordán,Cliza
378,1,Cochabamba,Germán Jordán,Cliza
378,1,Cochabamba,Germán Jordán,Cliza
379,2,Cochabamba,Tapacarí,Tapacarí
379,2,Cochabamba,Tapacarí,Tapacarí
380,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
382,1,Tarija,Méndez,Villa San Lorenzo
383,2,Cochabamba,Chapare,Sacaba
383,2,Cochabamba,Chapare,Colomi
383,2,Cochabamba,Chapare,Villa Tunari
383,2,Cochabamba,Chapare,Sacaba
383,2,Cochabamba,Chapare,Colomi
383,2,Cochabamba,Chapare,Villa Tunari
